sname_0,name_1,mother_2,birthday_3,birthmonth_4,birthdate_5,matgroup_6,currentgroup_7,sex_8,birthyear_9,mom_10,dad_11,father_12,conceptiondate_13,concepday_14,conceptmonth_15,conceptyear_16,momgrp_17,dadgrp_18
KN1,KN1     ,Knot    ,1,NOV,01/11/2014,Kelly's A,unknown  ,unknown ,2014,KNO,unknown, ------,07/05/2014,7,MAY,2014,2.211,unknown
CEC,CECE    ,Coda    ,11,NOV,11/11/2014,Hokey's  ,unknown  ,Female  ,2014,COD,unknown, ------,16/05/2014,16,MAY,2014,1.11,unknown
UJU,UJUMBE  ,Luxin   ,12,NOV,12/11/2014,Acacia's ,Yoda's     ,Male    ,2014,LUX,VEB,Veblen  ,05/05/2014,5,MAY,2014,1.211,1.211
VUK,VUKA    ,Vesper  ,14,NOV,14/11/2014,Vogue's  ,Acacia's ,Male    ,2014,VES,unknown, ------,25/05/2014,25,MAY,2014,1.222,unknown
RUG,RUGBY   ,Vain    ,20,NOV,20/11/2014,Dibble's ,unknown  ,Male    ,2014,VAI,unknown, ------,05/06/2014,5,JUN,2014,1.221,unknown
DOE,DOE     ,Durian  ,24,NOV,24/11/2014,Hokey's  ,unknown  ,Male    ,2014,DUR,unknown, ------,27/05/2014,27,MAY,2014,1.11,unknown
QW8,QW8     ,Liwaza  ,25,NOV,25/11/2014,Mica's   ,unknown  ,unknown ,2014,LIW,unknown, ------,31/05/2014,31,MAY,2014,2.12,unknown
HEJ,HEJIRA  ,Hoja    ,28,NOV,28/11/2014,Hokey's  ,Hokey's  ,Male    ,2014,HOJ,unknown, ------,03/06/2014,3,JUN,2014,1.11,unknown
ROJ,ROJO    ,Rwanda  ,1,DEC,01/12/2014,Vogue's  ,Yoda's     ,Female  ,2014,RWA,WAP,Wapi    ,31/05/2014,31,MAY,2014,1.222,1.222
YUC,YUCCAS  ,Yugo    ,8,DEC,08/12/2014,Dibble's ,unknown  ,Male    ,2014,YUG,WAM,Wambu   ,14/06/2014,14,JUN,2014,1.221,1.221
GEH,GEHENNA ,Guinea  ,10,DEC,10/12/2014,Hokey's  ,unknown  ,Female  ,2014,GUI,unknown, ------,10/06/2014,10,JUN,2014,1.11,unknown
FE1,FE1     ,Ferris  ,13,DEC,13/12/2014,Snap's   ,unknown  ,unknown ,2014,FER,unknown, ------,18/06/2014,18,JUN,2014,1.12,unknown
EWO,EWOI    ,Eagle   ,16,DEC,16/12/2014,Acacia's ,unknown  ,Male    ,2014,EAG,VEB,Veblen  ,29/06/2014,29,JUN,2014,1.211,1.211
GAV,GAVEL   ,Hokey   ,1,JAN,01/01/2015,Hokey's  ,unknown  ,Female  ,2015,HOK,unknown, ------,06/07/2014,6,JUL,2014,1.11,unknown
EMC,EMCEE   ,East    ,4,JAN,04/01/2015,Vogue's  ,Yoda's     ,Female  ,2015,EAS,WAP,Wapi    ,10/07/2014,10,JUL,2014,1.222,1.222
EDA,EDAM    ,Eva     ,29,JAN,29/01/2015,Dibble's ,unknown  ,Female  ,2015,EVA,unknown, ------,02/08/2014,2,AUG,2014,1.221,unknown
CID,CID     ,Conic   ,3,FEB,03/02/2015,Hokey's  ,Hokey's  ,Female  ,2015,CON,unknown, ------,31/07/2014,31,JUL,2014,1.11,unknown
MI5,MI5     ,Mica    ,10,FEB,10/02/2015,Mica's   ,unknown  ,unknown ,2015,MIC,unknown, ------,16/08/2014,16,AUG,2014,2.12,unknown
WE2,WE2     ,Weight  ,10,FEB,10/02/2015,Mica's   ,unknown  ,unknown ,2015,WEI,unknown, ------,16/08/2014,16,AUG,2014,2.12,unknown
SA2,SA2     ,Sacramento,10,FEB,10/02/2015,Snap's   ,unknown  ,unknown ,2015,SAC,unknown, ------,16/08/2014,16,AUG,2014,1.12,unknown
MIX,MIX     ,Mia     ,10,FEB,10/02/2015,Narasha's,unknown  ,Female  ,2015,MIA,unknown, ------,20/08/2014,20,AUG,2014,2.11,unknown
XBO,XBOX    ,unknown ,28,MAR,28/03/2015,Kelly's B,Acacia's ,Male    ,2015,unknown,unknown, ------,01/10/2014,1,OCT,2014,2.212,unknown
WYV,WYVERN  ,Wawa    ,7,APR,07/04/2015,Narasha's,unknown  ,Female  ,2015,WAW,GAM,Gambia  ,30/09/2014,30,SEP,2014,2.2,2.2
QQ2,QQ2     ,Laquer  ,11,APR,11/04/2015,Mica's   ,unknown  ,unknown ,2015,LAQ,unknown, ------,15/10/2014,15,OCT,2014,2.12,unknown
ESC,ESCORT  ,Emily   ,17,APR,17/04/2015,Dibble's ,unknown  ,Male    ,2015,EMI,unknown, ------,22/10/2014,22,OCT,2014,1.221,unknown
HUS,HUSTLER ,Hasty   ,7,MAY,07/05/2015,Hokey's  ,Hokey's  ,Female  ,2015,HAS,unknown, ------,02/11/2014,2,NOV,2014,1.11,unknown
KO2,KO2     ,Koala   ,9,MAY,09/05/2015,Kelly's A,unknown  ,unknown ,2015,KOA,unknown, ------,12/11/2014,12,NOV,2014,2.211,unknown
GL2,GL2     ,Gloria  ,16,MAY,16/05/2015,Kelly's A,unknown  ,unknown ,2015,GLO,unknown, ------,19/11/2014,19,NOV,2014,2.211,unknown
IZA,IZABEL  ,Vigor   ,19,MAY,19/05/2015,Dibble's ,unknown  ,Female  ,2015,VIG,WAM,Wambu   ,17/11/2014,17,NOV,2014,1.221,1.221
LYG,LYGAND  ,Lahai   ,26,MAY,26/05/2015,Narasha's,unknown  ,Female  ,2015,LAH,unknown, ------,30/11/2014,30,NOV,2014,2.11,unknown
PI1,PI1     ,Pixie  ,28,MAY,28/05/2015,Kelly's A,unknown  ,unknown ,2015,PIX,unknown, ------,01/12/2014,1,DEC,2014,2.211,unknown
DE3,DE3     ,Dede    ,1,JUN,01/06/2015,Snap's   ,unknown  ,unknown ,2015,DED,unknown, ------,05/12/2014,5,DEC,2014,1.12,unknown
ADE,ADELA   ,Acacia  ,3,JUN,03/06/2015,Acacia's ,Acacia's ,Female  ,2015,ACA,unknown, ------,30/11/2014,30,NOV,2014,1.211,unknown
ELS,ELSAS   ,Eider   ,5,JUN,05/06/2015,Acacia's ,unknown  ,Female  ,2015,EID,unknown, ------,11/12/2014,11,DEC,2014,1.211,unknown
HOU,HOUDINI ,Huckleberry,13,JUN,13/06/2015,Hokey's  ,Hokey's  ,Male    ,2015,HUC,unknown, ------,09/12/2014,9,DEC,2014,1.11,unknown
RUL,RULER   ,River   ,27,JUN,27/06/2015,Dibble's ,unknown  ,Male    ,2015,RIV,unknown, ------,04/01/2015,4,JAN,2015,1.221,unknown
RAK,RAKA    ,Rangi   ,6,JUL,06/07/2015,Vogue's  ,Yoda's     ,Male    ,2015,RAN,unknown, ------,24/12/2014,24,DEC,2014,1.222,unknown
VRE,VRENN   ,Vugu    ,10,JUL,10/07/2015,Vogue's  ,unknown  ,Male    ,2015,VUG,unknown, ------,17/01/2015,17,JAN,2015,1.222,unknown
ULO,ULOA    ,Lupe    ,24,JUL,24/07/2015,Acacia's ,unknown  ,Female  ,2015,LUP,unknown, ------,19/01/2015,19,JAN,2015,1.211,unknown
TAK,TAKA    ,Lybby   ,24,JUL,27/07/2015,Acacia's ,Acacia's ,Female  ,2015,LYB,YOI,Yoi     ,24/01/2015,24,JAN,2015,1.211,1.211
NEJ,NEJAD   ,Neat    ,29,JUL,29/07/2015,Narasha's,unknown  ,Female  ,2015,NEA,unknown, ------,01/02/2015,1,FEB,2015,2.11,unknown
WH2,WH2     ,Wheatear,1,AUG,01/08/2015,Kelly's B,unknown  ,unknown ,2015,WHE,unknown, ------,04/02/2015,4,FEB,2015,2.212,unknown
AKP,AKPONG  ,Apple   ,1,AUG,01/08/2015,Acacia's ,unknown  ,Female  ,2015,APP,unknown, ------,29/01/2015,29,JAN,2015,1.211,unknown
IQB,IQBUL   ,Irish   ,3,SEP,03/09/2015,Dibble's ,unknown  ,Female  ,2015,IRI,unknown, ------,26/02/2015,26,FEB,2015,1.221,unknown
RAB,RABBI   ,Rowdy   ,17,SEP,17/09/2015,Vogue's  ,unknown  ,Male    ,2015,ROW,unknown, ------,13/03/2015,13,MAR,2015,1.222,unknown
OOP,OOPS    ,Opal    ,21,SEP,21/09/2015,Acacia's ,unknown  ,Female  ,2015,OPA,unknown, ------,16/03/2015,16,MAR,2015,1.211,unknown
NAJ,NAJIBU  ,Niobe   ,25,SEP,25/09/2015,Narasha's,Narasha's,Female  ,2015,NIO,unknown, ------,06/04/2015,6,APR,2015,2.11,unknown
DAU,DAUNTY  ,Dojo    ,25,SEP,25/09/2015,Hokey's  ,Hokey's  ,Male    ,2015,DOJ,unknown, ------,30/03/2015,30,MAR,2015,1.11,unknown
TIG,TIGO    ,Telly   ,3,OCT,03/10/2015,Vogue's  ,Europa's ,Female  ,2015,TEL,unknown, ------,08/04/2015,8,APR,2015,1.222,unknown
QO4,QO4     ,Loaf    ,13,OCT,13/10/2015,Mica's   ,unknown  ,unknown ,2015,LOA,unknown, ------,10/06/2015,10,JUN,2015,2.12,unknown
TEX,TEXAS   ,Vet     ,16,OCT,16/10/2015,Vogue's  ,unknown  ,Female  ,2015,VET,unknown, ------,15/04/2015,15,APR,2015,1.222,unknown
DII,DII     ,Dibble  ,20,OCT,20/10/2015,Dibble's ,unknown  ,unknown ,2015,DIB,unknown, ------,unknown,DD,MMM,YYYY,1.221,unknown
LYA,LYATO   ,Luvvy   ,23,OCT,23/10/2015,Narasha's,Narasha's,Male    ,2015,LUV,unknown, ------,21/04/2015,21,APR,2015,2.11,unknown
NAO,NAOMEDY ,Noodle  ,30,OCT,30/10/2015,Narasha's,unknown  ,Female  ,2015,NOO,unknown, ------,09/05/2015,9,MAY,2015,2.11,unknown
LII,LIIMA   ,Lollipop,2,NOV,02/11/2015,Narasha's,unknown  ,Female  ,2015,LOL,unknown, ------,03/05/2015,3,MAY,2015,2.11,unknown
IPH,IPHONE  ,Iguana  ,4,NOV,04/11/2015,Dibble's ,unknown  ,Female  ,2015,IGU,WAM,Wambu   ,30/04/2015,30,APR,2015,1.221,1.221
VEK,VEKE    ,Vogue   ,5,NOV,05/11/2015,Vogue's  ,unknown  ,Male    ,2015,VOG,unknown, ------,16/05/2015,16,MAY,2015,1.222,unknown
ROE,ROEB    ,Rhoda   ,19,NOV,19/11/2015,Vogue's  ,unknown  ,Female  ,2015,RHO,unknown, ------,19/05/2015,19,MAY,2015,1.222,unknown
IKO,IKOSI   ,Oasis   ,20,NOV,20/11/2015,Acacia's ,Acacia's ,Female  ,2015,OAS,unknown, ------,01/06/2015,1,JUN,2015,1.211,unknown
DU9,DU9     ,Dux     ,5,DEC,05/12/2015,Snap's   ,unknown  ,unknown ,2015,DUX,unknown, ------,10/06/2015,10,JUN,2015,1.12,unknown
HAT,HATARI  ,Hiza    ,10,DEC,10/12/2015,Hokey's  ,unknown  ,Male    ,2015,HIZ,unknown, ------,11/06/2015,11,JUN,2015,1.11,unknown
SO1,SO1     ,Sorghum ,18,DEC,18/12/2015,Snap's   ,unknown  ,unknown ,2015,SOR,unknown, ------,23/06/2015,23,JUN,2015,1.12,unknown
WEF,WEFF    ,Wajemi  ,26,DEC,26/12/2015,Narasha's,Narasha's,Female  ,2015,WAJ,unknown, ------,22/06/2015,22,JUN,2015,2.11,unknown
NAL,NALGENE ,Nuzzle  ,30,DEC,30/12/2015,Hokey's  ,Hokey's  ,Female  ,2015,NUZ,unknown, ------,30/06/2015,30,JUN,2015,1.11,unknown
EBB,EBBS    ,Europa  ,1,JAN,01/01/2016,Vogue's  ,unknown  ,Female  ,2016,EUR,unknown, ------,06/07/2015,6,JUL,2015,1.222,unknown
VAB,VABELA  ,Vet     ,5,JAN,05/01/2016,Vogue's  ,unknown  ,Male    ,2016,VEX,unknown, ------,04/07/2015,4,JUL,2015,1.222,unknown
YAT,YATTA   ,Yeller  ,5,JAN,05/01/2016,Vogue's  ,unknown  ,Female  ,2016,YEL,unknown, ------,10/07/2015,10,JUL,2015,1.222,unknown
RUV,RUVUMA  ,Rhapsody,26,JAN,26/01/2016,Dibble's ,unknown  ,Female  ,2016,RHA,unknown, ------,08/08/2015,8,AUG,2015,1.221,unknown
CLY,CLYDE   ,Coda    ,9,FEB,09/02/2016,Hokey's  ,unknown  ,Male    ,2016,COD,unknown, ------,10/02/2016,10,FEB,2016,1.11,unknown
EMA,EMANUEL ,Envelope,18,FEB,18/02/2016,Dibble's ,unknown  ,Male    ,2016,ENV,unknown, ------,01/09/2015,1,SEP,2015,1.221,unknown
ENK,ENKONGU ,Eclipse ,26,FEB,26/02/2016,Dibble's ,unknown  ,Female  ,2016,ECL,unknown, ------,29/08/2015,29,AUG,2015,1.221,unknown
REV,REVEREND,Rodeo   ,1,MAR,01/03/2016,Vogue's  ,Acacia's ,Male    ,2016,ROD,KOR,Korea   ,01/09/2015,1,SEP,2015,1.222,1.222
ELO,ELOKOBI ,Eland   ,3,MAR,03/03/2016,Dibble's ,unknown  ,Female  ,2016,ELA,unknown, ------,17/09/2015,17,SEP,2015,1.221,unknown
YUL,YULEMIA ,Yai     ,11,MAR,11/03/2016,Vogue's  ,Yoda's     ,Female  ,2016,YAI,unknown, ------,14/09/2015,14,SEP,2015,1.222,unknown
RAX,RAXON   ,Rwanda  ,14,MAR,14/03/2016,Vogue's  ,Yoda's     ,Male    ,2016,RWA,unknown, ------,21/09/2015,21,SEP,2015,1.222,unknown
IRO,IRONY   ,Ivy     ,28,MAR,28/03/2016,Acacia's ,unknown  ,Male    ,2016,IVY,unknown, ------,30/09/2015,30,SEP,2015,1.211,unknown
UJA,UJAMAA  ,Lupe    ,4,APR,04/04/2016,Acacia's ,Acacia's ,Female  ,2016,LUP,unknown, ------,30/09/2015,30,SEP,2015,1.211,unknown
WEJ,WEJACK  ,Wiper   ,8,APR,08/04/2016,Narasha's,unknown  ,Male    ,2016,WIP,unknown, ------,14/10/2015,14,OCT,2015,2.11,unknown
MEM,MEMPHIS ,Mbegu   ,2,MAY,02/05/2016,Narasha's,unknown  ,Male    ,2016,MBE,unknown, ------,29/10/2015,29,OCT,2015,2.11,unknown
RUZ,RUZENA  ,Vain    ,3,MAY,03/05/2016,Dibble's ,unknown  ,Female  ,2016,VAI,unknown, ------,13/11/2015,13,NOV,2015,1.221,unknown
EDD,EDDIE   ,Vow     ,16,MAY,16/05/2016,Dibble's ,unknown  ,Male    ,2016,VOW,unknown, ------,26/11/2015,26,NOV,2015,1.221,unknown
WEV,WEVIL   ,Wifi    ,20,MAY,20/05/2016,Narasha's,unknown  ,Female  ,2016,WIF,unknown, ------,21/11/2015,21,NOV,2015,2.11,unknown
ARC,ARCHIE  ,Acid    ,6,JUN,06/06/2016,Acacia's ,unknown  ,Female  ,2016,ACI,unknown, ------,10/12/2015,10,DEC,2015,1.211,unknown
CUT,CUTEY   ,Cobra   ,7,JUN,07/06/2016,Hokey's  ,unknown  ,Female  ,2016,COB,unknown, ------,09/12/2015,9,DEC,2015,1.11,unknown
UFO,UFOBIA  ,Luxin   ,10,JUN,10/06/2016,Acacia's ,Acacia's ,Male    ,2016,LUX,unknown, ------,07/12/2015,7,DEC,2015,1.211,unknown
NIS,NISAN   ,Nike    ,16,JUN,16/06/2016,Hokey's  ,Hokey's  ,Female  ,2016,NIK,unknown, ------,16/12/2015,16,DEC,2015,1.11,unknown
VIF,VIFIJO  ,Vuruga  ,20,JUN,20/06/2016,Vogue's  ,Yoda's     ,Female  ,2016,VUR,unknown, ------,19/12/2015,19,DEC,2015,1.222,unknown
LYP,LYPO    ,Lahai   ,24,JUN,24/06/2016,Narasha's,unknown  ,Male    ,2016,LAH,TUS,Tusker  ,31/12/2015,31,DEC,2015,2.11,2.11
GUZ,GUZMAN  ,Guinea  ,4,JUL,04/07/2016,Hokey's  ,Hokey's  ,Male    ,2016,GUI,unknown, ------,29/12/2015,29,DEC,2015,1.11,unknown
DIL,DILL    ,Dibble  ,2,AUG,02/08/2016,Dibble's ,unknown  ,Female  ,2016,DIB,unknown, ------,25/01/2016,25,JAN,2016,1.221,unknown
RWI,RWIZA   ,Rue     ,8,DEC,08/08/2016,Vogue's  ,unknown  ,Female  ,2016,RUE,unknown, ------,11/06/2016,11,JUN,2016,1.222,unknown
GOJ,GOJI    ,Honey   ,30,AUG,30/08/2016,Hokey's  ,unknown  ,Female  ,2016,HON,unknown, ------,13/03/2016,13,MAR,2016,1.11,unknown
HYG,HYGIENE ,Hoja    ,8,SEP,08/09/2016,Hokey's  ,Hokey's  ,Male    ,2016,HOJ,unknown, ------,12/03/2016,12,MAR,2016,1.11,unknown
GOO,GOOGLE  ,Hokey   ,8,SEP,08/09/2016,Hokey's  ,Hokey's  ,Female  ,2016,HOK,unknown, ------,18/03/2016,18,MAR,2016,1.11,unknown
EBE,EBENEZER,Eagle   ,19,SEP,19/09/2016,Acacia's ,unknown  ,Female  ,2016,EAG,unknown, ------,16/03/2016,16,MAR,2016,1.211,unknown
LYK,LYKENS  ,Lopez   ,20,SEP,20/09/2016,Narasha's,Narasha's,Male    ,2016,LOP,unknown, ------,14/03/2016,14,MAR,2016,2.11,unknown
NEY,NEYMAR  ,Nakuru  ,20,SEP,20/09/2016,Narasha's,unknown  ,Male    ,2016,NAK,unknown, ------,19/03/2016,19,MAR,2016,2.11,unknown
GLA,GLACIER ,Grace   ,22,SEP,22/09/2016,Hokey's  ,Hokey's  ,Female  ,2016,GRA,unknown, ------,27/03/2016,27,MAR,2016,1.11,unknown
YUR,YURI    ,Yappy   ,2,NOV,02/11/2016,Vogue's  ,Yoda's     ,Male    ,2016,YAP,unknown, ------,29/04/2016,29,APR,2016,1.222,unknown
YOS,YOSHI   ,Yugo    ,11,NOV,11/11/2016,Dibble's ,unknown  ,Male    ,2016,YUG,unknown, ------,21/05/2016,21,MAY,2016,1.221,unknown
EXT,EXTRA   ,Eva     ,3,DEC,03/12/2016,Dibble's ,unknown  ,Female  ,2016,EVA,unknown, ------,07/06/2016,7,JUN,2016,1.221,unknown
NOI,NOISY   ,Ngiri   ,5,DEC,05/12/2016,Narasha's,Narasha's,Male    ,2016,NGI,unknown, ------,03/06/2016,3,JUN,2016,2.11,unknown
NUI,NUILA   ,Nysa    ,21,DEC,21/12/2016,Narasha's,unknown  ,Female  ,2016,NYS,unknown, ------,24/06/2016,24,JUN,2016,2.11,unknown
EDM,EDMIN   ,Eider   ,3,JAN,03/01/2017,Acacia's ,unknown  ,Female  ,2017,EID,unknown, ------,10/07/2016,10,JUL,2016,1.211,unknown
FOC,FOCUS   ,Fakir   ,10,JAN,10/01/2017,Hokey's  ,Hokey's  ,Male    ,2017,FAK,unknown, ------,12/07/2016,12,JUL,2016,1.11,unknown
WIB,WIBBON  ,Wrung   ,11,JAN,11/01/2017,Narasha's,unknown  ,Female  ,2017,WRU,unknown, ------,16/07/2016,16,JUL,2016,2.11,unknown
MBO,MBONGO  ,Mbegu   ,30,JAN,30/01/2017,Narasha's,unknown  ,Male    ,2017,MBE,unknown, ------,26/07/2016,26,JUL,2016,2.11,unknown
SUS,SUSSIE  ,Sadie   ,2,FEB,02/02/2017,Hokey's  ,Hokey's  ,Female  ,2017,SAD,unknown, ------,05/08/2016,5,AUG,2016,1.11,unknown
DOI,DOILY   ,Dhoruba ,9,FEB,09/02/2017,Hokey's  ,Hokey's  ,Female  ,2017,DHO,unknown, ------,07/08/2016,7,AUG,2016,1.11,unknown
CYA,CYAN    ,Conic   ,13,FEB,13/02/2017,Hokey's  ,unknown  ,Female  ,2017,CON,unknown, ------,13/08/2016,13,AUG,2016,1.11,unknown
HIW,HIWAY   ,Huckleberry,21,FEB,21/02/2017,Hokey's  ,Hokey's  ,Female  ,2017,HUC,unknown, ------,14/08/2016,14,AUG,2016,1.11,unknown
HOH,HOHO    ,Hiza    ,2,MAR,02/03/2017,Hokey's  ,Hokey's  ,Female  ,2017,HIZ,unknown, ------,28/08/2016,28,AUG,2016,1.11,unknown
TAF,TAFFY   ,Lybby   ,29,MAR,29/03/2017,Acacia's ,Acacia's ,Female  ,2017,LYB,unknown, ------,28/09/2016,28,SEP,2016,1.211,unknown
RIJ,RIJEKA  ,Rhoda   ,24,MAY,24/05/2017,Vogue's  ,Yoda's     ,Female  ,2017,RHO,unknown, ------,29/11/2016,29,NOV,2016,1.222,unknown
TIO,TIOTE   ,Taylor  ,20,JUN,20/06/2017,Acacia's ,unknown  ,Male    ,2017,TAY,unknown, ------,24/12/2016,24,DEC,2016,1.211,unknown
YUP,YUPPIE  ,Yugo    ,8,JUL,08/07/2017,Dibble's ,unknown  ,Female  ,2017,YUG,unknown, ------,11/01/2017,11,JAN,2017,1.221,unknown
ETI,ETIHAD  ,Emily   ,12,JUL,12/07/2017,Dibble's ,unknown  ,Male    ,2017,EMI,unknown, ------,16/01/2017,16,JAN,2017,1.221,unknown
HIK,HIKER   ,Hasty   ,26,JUL,26/07/2017,Hokey's  ,Hokey's  ,Female  ,2017,HAS,unknown, ------,18/01/2017,18,JAN,2017,1.11,unknown
AME,AMERICA ,Acacia  ,7,AUG,07/08/2017,Acacia's ,unknown  ,Female  ,2017,ACA,unknown, ------,07/02/2017,7,FEB,2017,1.211,unknown
HEV,HEVEA   ,Hungary ,10,AUG,10/08/2017,Hokey's  ,Hokey's  ,Male    ,2017,HUN,unknown, ------,05/02/2017,5,FEB,2017,1.11,unknown
WEH,WEHANI  ,Wielder ,16,AUG,16/08/2017,Narasha's,Narasha's,Male    ,2017,WIE,unknown, ------,17/02/2017,17,FEB,2017,2.11,unknown
NEN,NENGO   ,Niobe   ,17,AUG,17/08/2017,Narasha's,Narasha's,Female  ,2017,NIO,unknown, ------,23/02/2017,23,FEB,2017,2.11,unknown
MOV,MOVIE   ,Mia     ,23,AUG,23/08/2017,Narasha's,Narasha's,Female  ,2017,MIA,unknown, ------,25/02/2017,25,FEB,2017,2.11,unknown
DOK,DOKI    ,Dab     ,25,AUG,25/08/2017,Hokey's  ,Hokey's  ,Female  ,2017,DAB,unknown, ------,20/04/2017,20,APR,2017,1.11,unknown
NIQ,NIQO    ,Neat    ,30,AUG,30/08/2017,Narasha's,Narasha's,Male    ,2017,NEA,unknown, ------,04/03/2017,4,MAR,2017,2.11,unknown
UBE,UBER    ,Uruguay ,1,SEP,01/09/2017,Acacia's ,Acacia's ,Male    ,2017,URU,unknown, ------,05/03/2017,5,MAR,2017,1.211,unknown
LOH,LOHUD   ,Lix     ,7,SEP,07/09/2017,Narasha's,unknown  ,Male    ,2017,LIX,unknown, ------,14/03/2017,14,MAR,2017,2.11,unknown
INT,INTERNET,Oasis   ,19,SEP,19/09/2017,Acacia's ,Acacia's ,Female  ,2017,OAS,unknown, ------,21/03/2017,21,MAR,2017,1.211,unknown
EVI,EVIKE   ,Eva     ,25,SEP,25/09/2017,Dibble's ,unknown  ,Male    ,2017,EVA,unknown, ------,26/03/2017,26,MAR,2017,1.221,unknown
CYB,CYBER   ,Coda    ,26,SEP,26/09/2017,Hokey's  ,Hokey's  ,Female  ,2017,COD,unknown, ------,29/06/2017,29,JUN,2017,1.11,unknown
RII,RIIMU   ,Riesse  ,27,SEP,27/09/2017,Dibble's ,unknown  ,unknown ,2017,RIE,unknown, ------,07/04/2017,7,APR,2017,1.221,unknown
WUV,WUVABLE ,Wiper   ,10,OCT,10/10/2017,Narasha's,unknown  ,Male    ,2017,WIP,unknown, ------,13/04/2017,13,APR,2017,2.11,unknown
YUX,YUXA    ,Yoda    ,11,OCT,11/10/2017,Vogue's  ,Yoda's     ,Female  ,2017,YOD,unknown, ------,08/04/2017,8,APR,2017,1.222,unknown
ISL,ISLAND  ,Ivy     ,14,OCT,14/10/2017,Acacia's ,Acacia's ,Male    ,2017,IVY,unknown, ------,16/04/2017,16,APR,2017,1.211,unknown
TEQ,TEQUILA ,Taxi    ,17,OCT,17/10/2017,Acacia's ,unknown  ,Female  ,2017,TAX,unknown, ------,26/04/2017,26,APR,2017,1.211,unknown
REQ,REQUEM  ,Rhapsody,1,NOV,01/11/2017,Dibble's ,unknown  ,Female  ,2017,RHA,unknown, ------,16/05/2017,16,MAY,2017,1.221,unknown
ATW,ATWOLI  ,Apple   ,3,NOV,03/11/2017,Acacia's ,Acacia's ,Male    ,2017,APP,unknown, ------,06/05/2017,6,MAY,2017,1.211,unknown
EVO,EVOLVE  ,Europa  ,23,NOV,23/11/2017,Vogue's  ,unknown  ,Male    ,2017,EUR,unknown, ------,02/06/2017,2,JUN,2017,1.222,unknown
EXC,EXCUSE  ,Ermine  ,23,NOV,23/11/2017,Acacia's ,Acacia's ,Male    ,2017,ERM,unknown, ------,04/06/2017,4,JUN,2017,1.211,unknown
EKU,EKURO   ,Envelope,28,NOV,28/11/2017,Dibble's ,unknown  ,Male    ,2017,ENV,unknown, ------,11/06/2017,11,JUN,2017,1.221,unknown
UND,UNDUGU  ,Lupe    ,4,DEC,04/12/2017,Acacia's ,Acacia's ,Female  ,2017,LUP,unknown, ------,26/05/2017,26,MAY,2017,1.211,unknown
TEN,TENNIS  ,Tibe    ,5,DEC,05/12/2017,Vogue's  ,unknown  ,Female  ,2017,TIB,unknown, ------,10/06/2017,10,JUN,2017,1.222,unknown
OTK,OTKINS  ,Opal    ,5,DEC,05/12/2017,Acacia's ,unknown  ,Male    ,2017,OPA,unknown, ------,27/06/2017,27,JUN,2017,1.211,unknown
RET,RETO    ,Rowdy   ,11,DEC,11/12/2017,Vogue's  ,unknown  ,Male    ,2017,ROW,unknown, ------,09/06/2017,9,JUN,2017,1.222,unknown
UNL,UNLESS  ,Luxin   ,13,DEC,13/12/2017,Acacia's ,unknown  ,unknown ,2017,LUX,unknown, ------,15/06/2017,15,JUN,2017,1.211,unknown
VYE,VYEMA   ,Vesper  ,18,DEC,18/12/2017,Vogue's  ,Europa's ,Male    ,2017,VES,unknown, ------,13/07/2017,13,JUL,2017,1.222,unknown
EXH,EXHAUST ,Epipen  ,2,JAN,02/01/2018,Dibble's ,unknown  ,Female  ,2018,EPI,unknown, ------,06/10/2017,6,OCT,2017,1.221,unknown
EGG,EGGS    ,Eclipse ,3,JAN,03/01/2018,Dibble's ,unknown  ,Male    ,2018,ECL,unknown, ------,01/07/2017,1,JUL,2017,1.221,unknown
YEE,YEEHAW  ,Yeller  ,4,JAN,04/01/2018,Vogue's  ,Yoda's     ,Female  ,2018,YEL,unknown, ------,06/07/2017,6,JUL,2017,1.222,unknown
THA,THAILAND,Telly   ,5,JAN,05/01/2018,Vogue's  ,unknown  ,Female  ,2018,TEL,unknown, ------,13/07/2017,13,JUL,2017,1.222,unknown
LYQ,LYQUID  ,Luvvy   ,5,JAN,05/01/2018,Narasha's,unknown  ,Male    ,2018,LUV,unknown, ------,14/07/2017,14,JUL,2017,2.11,unknown
NZO,NZONZI  ,Nuzzle  ,10,JAN,10/01/2018,Hokey's  ,Hokey's  ,Male    ,2018,NUZ,unknown, ------,11/07/2017,11,JUL,2017,1.11,unknown
MUT,MUTINY  ,Mbegu   ,11,JAN,11/01/2018,Narasha's,unknown  ,Female  ,2018,MBE,unknown, ------,12/07/2017,12,JUL,2017,2.11,unknown
HUA,HUAWEY  ,Hiawatha,22,JAN,22/01/2018,Hokey's  ,unknown  ,Male    ,2018,HIA,unknown, ------,24/07/2017,24,JUL,2017,1.11,unknown
WUH,WUHAN   ,Wajemi  ,5,MAR,05/03/2018,Narasha's,Narasha's,Male    ,2018,WAJ,unknown, ------,02/09/2017,2,SEP,2017,2.11,unknown
RAU,RAUL    ,Rodeo   ,9,MAR,09/03/2018,Vogue's  ,Yoda's     ,Male    ,2018,ROD,unknown, ------,09/09/2017,9,SEP,2017,1.222,unknown
ARN,ARNOLD  ,Acid    ,29,MAR,29/03/2018,Acacia's ,unknown  ,Male    ,2018,ACI,unknown, ------,30/09/2017,30,SEP,2017,1.211,unknown
